idCandidat;idEpreuve;Note
0316914018;017;12
0316914018;009;7
0316914024;008BA;8
0316914024;004;10
0316914024;006A-3;7
0316914024;007BA;20
0316914024;005A;4,5
0316914024;003;8
0316914024;002;7
0316914024;005B;16
0316914024;007BB;16
0316914024;017;15
0316914024;008BB;13
0316914024;009;7
0316914024;008A;11,5
0316914024;007A;13
0316914024;001;7
0316914030;001;8
0316914030;008BB;9
0316914030;005B;17
0316914030;003;11
0316914030;004;4
0316914030;002;5
0316914030;017;13
0316914030;007A;9,5
0316914030;015;12
0316914030;009;9
0316914030;014A;10
0316914030;006A-3;5
0316914030;008BA;20
0316914030;007BB;15
0316914030;008A;14,5
0316914030;014B;18
0316914030;007BA;16
0316914030;005A;2,5
0316914035;007A;7,5
0316914035;008A;9,5
0316914035;005A;4
0316914035;007BA;6
0316914035;003;2
0316914035;002;13
0316914035;005B;16
0316914035;008BA;8
0316914035;008BB;8
0316914035;017;12
0316914035;009;9
0316914035;001;13
0316914035;004;7
0316914035;007BB;11
0316914035;006A-3;6
0316914038;008BB;13
0316914038;001;7
0316914038;007BB;14
0316914038;005B;11
0316914038;005A;8,5
0316914038;008A;6
0316914038;008BA;6
0316914038;007A;8
0316914038;003;8
0316914038;004;7
0316914038;006A-3;8,5
0316914038;007BA;10
0316914038;009;11
0316914038;017;9
0316914038;002;5
0316914041;005A;6,5
0316914041;003;12
0316914041;002;6
0316914041;007BB;12
0316914041;005B;13
0316914041;017;13
0316914041;009;6
0316914041;008BB;11
0316914041;007A;10,5
0316914041;008A;7,5
0316914041;001;7
0316914041;004;11
0316914041;006A-3;7
0316914041;008BA;8
0316914041;007BA;2
0316914042;002;6
0316914042;017;19
0316914042;007BA;6
0316914042;009;6
0316914042;007A;4,5
0316914042;008A;9
0316914042;006A-3;4,5
0316914042;008BB;8
0316914042;005A;6,5
0316914042;001;7
0316914042;011-2;14
0316914042;007BB;10
0316914042;008BA;8
0316914042;005B;11
0316914042;003;4
0316914042;004;9
0316914045;007BA;10
0316914045;009;10
0316914045;006A-3;5
0316914045;005A;6
0316914045;001;12
0316914045;011-2;14
0316914045;007BB;10
0316914045;005B;16
0316914045;003;9
0316914045;004;4
0316914045;002;14
0316914045;017;16
0316914061;007BA;10
0316914061;009;7
0316914061;006A-3;8,5
0316914061;008A;8
0316914061;007A;7,5
0316914061;008BA;8
0316914061;005A;8
0316914061;001;9
0316914061;011-2;10
0316914061;007BB;12
0316914061;005B;16
0316914061;003;11
0316914061;004;5
0316914061;002;9
0316914061;017;19
0316914061;008BB;11
0316914064;007A;11
0316914064;008A;5
0316914064;007BA;16
0316914064;005A;6
0316914064;001;11
0316914064;011-2;13
0316914064;015;15
0316914064;008BB;13
0316914064;007BB;14
0316914064;005B;18
0316914064;003;6
0316914064;004;6
0316914064;002;17
0316914064;017;11
0316914064;008BA;20
0316914064;009;12
0316914064;006A-3;5
0316914065;007BA;16
0316914065;005B;AB
0316914065;005A;13
0316914065;008A;13,5
0316914065;008BA;15
0316914065;003;6
0316914065;004;11
0316914065;006A-3;3
0316914065;007A;7,5
0316914065;009;7
0316914065;017;15
0316914065;002;12
0316914065;007BB;10
0316914065;008BB;14
0316914065;001;12
0316914066;002;14
0316914066;003;6
0316914066;004;7
0316914066;005B;11
0316914066;008BA;8
0316914066;007BB;12
0316914066;017;12
0316914066;009;15
0316914066;006A-3;7
0316914066;001;10
0316914066;005A;4,5
0316914066;015;16
0316914066;007BA;2
0316914066;007A;12
0316914066;008BB;11
0316914066;008A;12
0316914068;007A;13
0316914068;008C;10
0316914068;008A;12
0316914068;005A;3
0316914068;001;8
0316914068;011-2;7
0316914068;007BB;13
0316914068;015;7
0316914068;005B;15
0316914068;003;10
0316914068;004;6
0316914068;002;7
0316914068;017;15
0316914068;009;9
0316914068;006A-3;5
0316914068;007BA;10
0316914082;008A;6,5
0316914082;007BA;6
0316914082;003;4
0316914082;002;6
0316914082;015;20
0316914082;005B;12
0316914082;017;17
0316914082;009;5
0316914082;008BA;4
0316914082;008BB;7
0316914082;015A;
0316914082;001;7
0316914082;004;6
0316914082;006A-3;7
0316914082;007BB;7
0316914082;007A;3,5
0316914082;005A;6
0316914086;002;14
0316914086;006BA;6,5
0316914086;008BA;14
0316914086;017;13
0316914086;009;11
0316914086;007BA;8
0316914086;007A;17
0316914086;015;16
0316914086;005A;5
0316914086;004;4
0316914086;005B;12
0316914086;006BB;2,5
0316914086;007BB;14
0316914086;001;10
0316914086;008BB;10
0316914086;006A-2;7
0316914086;003;11
0316914086;008A;14
0316914089;005B;19
0316914089;007BB;6
0316914089;017;12
0316914089;009;10
0316914089;008BA;8
0316914089;006A-3;4
0316914089;001;10
0316914089;005A;3
0316914089;008A;8
0316914089;007BA;6
0316914089;007A;8,5
0316914089;008BB;12
0316914089;002;11
0316914089;003;8
0316914089;004;11
0316914095;008A;10
0316914095;005A;6
0316914095;001;7
0316914095;011-2;9
0316914095;007BB;13
0316914095;008BB;5
0316914095;015A;
0316914095;005B;20
0316914095;003;6
0316914095;004;7
0316914095;002;12
0316914095;017;8
0316914095;008BA;8
0316914095;015;AB
0316914095;009;6
0316914095;006A-3;5,5
0316914095;007BA;16
0316914095;007A;9
0316914098;003;4
0316914098;002;14
0316914098;005B;19
0316914098;017;12
0316914098;007BB;14
0316914098;009;6
0316914098;008BB;10
0316914098;007A;8,5
0316914098;001;8
0316914098;004;5
0316914098;008A;9
0316914098;006A-3;9
0316914098;008BA;14
0316914098;005A;6,5
0316914098;007BA;16
0316914104;006A-2;7
0316914104;008A;11
0316914104;005B;15
0316914104;003;5
0316914104;008BB;17
0316914104;002;12
0316914104;006BA;4
0316914104;017;10
0316914104;009;4
0316914104;008BA;11
0316914104;007BA;6
0316914104;007A;15,5
0316914104;004;11
0316914104;005A;7
0316914104;006BB;3
0316914104;001;7
0316914104;007BB;10
0316914109;007BA;16
0316914109;005B;15
0316914109;017;9
0316914109;009;6
0316914109;008BA;20
0316914109;008BB;15
0316914109;015;16
0316914109;001;8
0316914109;004;4
0316914109;006A-3;5
0316914109;005A;8,5
0316914109;007BB;12
0316914109;007A;11,5
0316914109;003;7
0316914109;002;14
0316914109;008A;9
0316914110;002;6
0316914110;006BA;5,5
0316914110;017;10
0316914110;008BA;14
0316914110;009;8
0316914110;011-2;7
0316914110;007BB;10
0316914110;005A;4,5
0316914110;004;5
0316914110;006BB;7,5
0316914110;008A;7
0316914110;001;6
0316914110;008BB;11
0316914110;006A-2;8
0316914110;007BA;16
0316914110;003;10
0316914110;007A;8,5
0316914110;005B;15
0316914119;017;12
0316914119;015;20
0316914119;009;5
0316914119;008BA;4
0316914119;008BB;9
0316914119;001;7
0316914119;004;7
0316914119;015A;
0316914119;006A-3;10
0316914119;005A;6,5
0316914119;007BB;8
0316914119;007A;6
0316914119;003;5
0316914119;002;10
0316914119;008A;6
0316914119;007BA;10
0316914119;005B;16
0316914120;008BA;8
0316914120;009;5
0316914120;006A-3;2,5
0316914120;001;12
0316914120;005A;6,5
0316914120;007BA;10
0316914120;007A;12
0316914120;008BB;9
0316914120;008A;12
0316914120;002;12
0316914120;003;11
0316914120;004;4
0316914120;005B;17
0316914120;007BB;7
0316914120;017;13
0316914127;009;6
0316914127;008BA;4
0316914127;008BB;8
0316914127;001;9
0316914127;004;5
0316914127;006A-3;11
0316914127;005A;7,5
0316914127;007BB;8
0316914127;007A;7
0316914127;003;4
0316914127;002;12
0316914127;008A;3,5
0316914127;007BA;10
0316914127;005B;13
0316914127;017;15
0316914132;002;7
0316914132;006BA;7
0316914132;017;15
0316914132;009;7
0316914132;011-2;12
0316914132;007BB;7
0316914132;008BB;7
0316914132;005A;8
0316914132;004;7
0316914132;006BB;6,5
0316914132;008A;6,5
0316914132;001;7
0316914132;008BA;4
0316914132;006A-2;12
0316914132;007BA;6
0316914132;003;8
0316914132;007A;7
0316914132;005B;16
0316914159;017;11
0316914159;009;5
0316914159;011-2;11
0316914159;007BB;7
0316914159;008BB;11
0316914159;005A;6
0316914159;004;11
0316914159;006BB;6
0316914159;008A;8
0316914159;001;4
0316914159;008BA;8
0316914159;006A-2;11
0316914159;007BA;6
0316914159;003;2
0316914159;007A;5
0316914159;005B;14
0316914159;002;6
0316914159;006BA;7
0316914171;001;16
0316914171;014B;15
0316914171;015;11
0316914171;009;9
0316914171;008A;6
0316914171;017;15
0316914171;008BA;8
0316914171;008BB;12
0316914171;005B;17
0316914171;014A;9
0316914171;003;11
0316914171;004;6
0316914171;005A;4,5
0316914171;007BB;14
0316914171;006A-3;6
0316914171;007BA;10
0316914171;002;12
0316914171;007A;10,5
0316914194;015;0
0316914194;008BA;8
0316914194;008BB;10
0316914194;001;9
0316914194;004;8
0316914194;006A-3;7
0316914194;015A;
0316914194;005A;5
0316914194;007BB;10
0316914194;007A;12,5
0316914194;003;12
0316914194;002;11
0316914194;008A;8,5
0316914194;007BA;10
0316914194;005B;13
0316914194;017;11
0316914194;009;5
0316914207;001;15
0316914207;008A;10
0316914207;011-2;13
0316914207;007BB;13
0316914207;008BA;14
0316914207;005B;14
0316914207;003;5
0316914207;004;6
0316914207;002;15
0316914207;017;7
0316914207;009;12
0316914207;006A-3;8
0316914207;007BA;10
0316914207;007A;17
0316914207;008BB;10
0316914207;005A;5
0316914225;009;7
0316914225;008A;4
0316914225;006A-3;4
0316914225;001;5
0316914225;005A;6,5
0316914225;007BA;10
0316914225;007A;4,5
0316914225;008BB;6
0316914225;002;11
0316914225;003;7
0316914225;004;8
0316914225;005B;16
0316914225;007BB;11
0316914225;017;13
0316914225;008BA;4
0316914230;008BA;8
0316914230;008BB;8
0316914230;001;9
0316914230;004;8
0316914230;006A-3;6,5
0316914230;005A;4
0316914230;007BB;6
0316914230;007A;5,5
0316914230;003;6
0316914230;002;16
0316914230;008A;3,5
0316914230;007BA;6
0316914230;005B;18
0316914230;017;12
0316914230;009;6
0316914241;001;13
0316914241;004;11
0316914241;006A-3;5,5
0316914241;005A;5,5
0316914241;007BB;8
0316914241;007A;9
0316914241;003;3
0316914241;002;12
0316914241;008A;10
0316914241;007BA;10
0316914241;005B;13
0316914241;017;15
0316914241;009;7
0316914241;008BA;14
0316914241;008BB;8
0316914252;004;9
0316914252;006A-3;7
0316914252;007BB;13
0316914252;005A;4
0316914252;008BB;6
0316914252;003;10
0316914252;002;5
0316914252;007A;14,5
0316914252;005B;11
0316914252;008A;3
0316914252;017;11
0316914252;009;11
0316914252;008BA;8
0316914252;007BA;10
0316914252;001;11
0316914259;002;9
0316914259;006BA;7
0316914259;008BA;14
0316914259;017;13
0316914259;009;10
0316914259;007BA;16
0316914259;007A;8,5
0316914259;005A;6,5
0316914259;004;6
0316914259;005B;16
0316914259;006BB;5
0316914259;007BB;10
0316914259;001;10
0316914259;008BB;10
0316914259;006A-2;5,5
0316914259;003;11
0316914259;008A;11
0316914269;017;11
0316914269;009;9
0316914269;007BA;6
0316914269;007A;12
0316914269;008BA;8
0316914269;005A;4
0316914269;004;3
0316914269;005B;15
0316914269;006BB;3,5
0316914269;007BB;17
0316914269;001;11
0316914269;008A;11
0316914269;006A-2;7
0316914269;003;8
0316914269;008BB;16
0316914269;002;6
0316914269;006BA;5
0316914273;007BB;15
0316914273;005A;5,5
0316914273;008BB;13
0316914273;003;5
0316914273;002;6
0316914273;007A;17,5
0316914273;005B;16
0316914273;008A;11,5
0316914273;017;11
0316914273;009;8
0316914273;008BA;8
0316914273;007BA;10
0316914273;001;9
0316914273;004;8
0316914273;006A-3;10
0316914278;007BB;14
0316914278;005A;3
0316914278;008A;4
0316914278;008BA;8
0316914278;003;7
0316914278;004;3
0316914278;007A;12,5
0316914278;015;15
0316914278;006A-3;7
0316914278;009;15
0316914278;007BA;16
0316914278;017;18
0316914278;002;15
0316914278;008BB;14
0316914278;001;13
0316914278;005B;15
0316914280;005B;16
0316914280;003;8
0316914280;007BB;16
0316914280;008BA;14
0316914280;006A-2;11
0316914280;002;7
0316914280;017;9
0316914280;009;10
0316914280;006BA;4
0316914280;008A;10
0316914280;004;6
0316914280;005A;9
0316914280;007BA;16
0316914280;001;10
0316914280;007A;11,5
0316914280;008BB;12
0316914280;006BB;3
0316914293;016;17
0316914293;007BB;10
0316914293;008BA;14
0316914293;005B;8
0316914293;003;9
0316914293;004;5
0316914293;002;11
0316914293;015;13
0316914293;017;10
0316914293;009;8
0316914293;006A-3;8
0316914293;007BA;10
0316914293;007A;11
0316914293;008BB;13
0316914293;005A;7,5
0316914293;001;17
0316914293;008A;12
0316914293;011-2;11
0316914294;005A;8
0316914294;003;6
0316914294;002;9
0316914294;007BB;12
0316914294;007A;10
0316914294;005B;14
0316914294;017;5
0316914294;008A;10,5
0316914294;007BA;16
0316914294;009;4
0316914294;001;6
0316914294;008BA;4
0316914294;004;6
0316914294;008BB;6
0316914294;006A-3;11
0316914310;002;7
0316914310;017;9
0316914310;009;5
0316914310;006BA;5
0316914310;008BB;7
0316914310;008A;6
0316914310;004;5
0316914310;005A;8,5
0316914310;007BA;16
0316914310;001;7
0316914310;007A;12,5
0316914310;008BA;4
0316914310;006BB;3
0316914310;005B;16
0316914310;003;6
0316914310;007BB;14
0316914310;006A-2;8,5
0316914317;003;15
0316914317;002;12
0316914317;007BB;16
0316914317;007A;13
0316914317;005B;15
0316914317;017;9
0316914317;008A;13,5
0316914317;007BA;16
0316914317;009;7
0316914317;001;9
0316914317;008BA;8
0316914317;004;7
0316914317;008BB;14
0316914317;006A-3;4,5
0316914317;005A;4
0316914322;003;12
0316914322;002;9
0316914322;007BB;14
0316914322;007A;10
0316914322;005B;8
0316914322;017;7
0316914322;008A;9
0316914322;007BA;16
0316914322;009;6
0316914322;001;13
0316914322;008BA;8
0316914322;004;7
0316914322;008BB;4
0316914322;006A-3;5,5
0316914322;005A;2
0316914356;005B;8
0316914356;003;4
0316914356;007A;10,5
0316914356;006A-3;5
0316914356;002;12
0316914356;008A;11
0316914356;017;16
0316914356;007BB;15
0316914356;015;15
0316914356;009;10
0316914356;011-2;7
0316914356;016;12
0316914356;007BA;10
0316914356;014A;14
0316914356;014B;16
0316914356;004;5
0316914356;005A;7,5
0316914356;001;7
0316914356;008BA;4
0316914356;008BB;8
0316914357;008BA;14
0316914357;005B;16
0316914357;003;8
0316914357;004;5
0316914357;002;5
0316914357;017;13
0316914357;009;5
0316914357;006A-3;5,5
0316914357;007BA;16
0316914357;007A;12,5
0316914357;008BB;12
0316914357;005A;5,5
0316914357;001;10
0316914357;008A;12
0316914357;011-2;11
0316914357;007BB;11
0316914360;005B;12
0316914360;017;8
0316914360;009;5
0316914360;008BB;8
0316914360;007A;5,5
0316914360;015;15
0316914360;008A;9,5
0316914360;001;12
0316914360;004;9
0316914360;008BA;4
0316914360;006A-3;7
0316914360;007BB;10
0316914360;005A;5,5
0316914360;007BA;10
0316914360;003;3
0316914360;002;8
0316914373;017;11
0316914373;009;7
0316914373;008BB;14
0316914373;007A;15
0316914373;008A;9
0316914373;001;9
0316914373;004;2
0316914373;008BA;4
0316914373;006A-3;9,5
0316914373;007BA;10
0316914373;005A;9
0316914373;003;12
0316914373;002;10
0316914373;005B;15
0316914373;007BB;13
0316914392;009;7
0316914392;007A;5,5
0316914392;008A;7
0316914392;007BA;2
0316914392;015A;
0316914392;001;12
0316914392;004;3
0316914392;006A-3;10
0316914392;008BA;4
0316914392;005A;3,5
0316914392;008BB;5
0316914392;003;6
0316914392;002;8
0316914392;005B;15
0316914392;015;20
0316914392;017;10
0316914392;007BB;5
0316914410;009;9
0316914410;017;16
0316914410;005B;16
0316914410;014A;12
0316914410;016;12
0316914410;003;5
0316914410;004;1
0316914410;005A;3
0316914410;008A;12
0316914410;007BB;12
0316914410;008BB;20
0316914410;006A-3;8
0316914410;007BA;10
0316914410;002;15
0316914410;015A;
0316914410;007A;11,5
0316914410;015;12
0316914410;001;9
0316914410;008BA;8
0316914410;014B;10
0316914414;007BA;6
0316914414;008BB;12
0316914414;003;8
0316914414;004;4
0316914414;006A-3;5,5
0316914414;007BB;13
0316914414;008BA;14
0316914414;009;9
0316914414;017;14
0316914414;002;13
0316914414;001;10
0316914414;008A;13
0316914414;007A;16
0316914414;005B;15
0316914414;005A;6
0316914418;007BA;16
0316914418;001;11
0316914418;004;3
0316914418;006A-3;6,5
0316914418;008BA;14
0316914418;008BB;11
0316914418;005A;4
0316914418;003;5
0316914418;002;11
0316914418;005B;17
0316914418;017;10
0316914418;007BB;10
0316914418;009;12
0316914418;007A;13,5
0316914418;008A;9,5
0316914427;008BB;10
0316914427;001;8
0316914427;004;8
0316914427;007A;14
0316914427;008A;4
0316914427;006A-3;4
0316914427;015;7
0316914427;005A;3,5
0316914427;008BA;8
0316914427;007BA;10
0316914427;003;6
0316914427;002;13
0316914427;005B;16
0316914427;017;13
0316914427;009;12
0316914427;007BB;9
0316914428;008BB;13
0316914428;003;5
0316914428;004;8
0316914428;006A-3;11
0316914428;007BB;10
0316914428;008BA;14
0316914428;009;10
0316914428;017;15
0316914428;002;8
0316914428;001;9
0316914428;008A;14
0316914428;007A;9
0316914428;005B;14
0316914428;005A;5,5
0316914428;007BA;2
0316914429;001;8
0316914429;004;8
0316914429;006A-3;7
0316914429;005A;2,5
0316914429;008BA;12
0316914429;008BB;16
0316914429;003;9
0316914429;002;5
0316914429;005B;8
0316914429;016;18
0316914429;017;13
0316914429;015;13
0316914429;009;10
0316914429;007BB;11
0316914429;007A;10,5
0316914429;008A;10,5
0316914429;007BA;10
0316914430;015;14
0316914430;005B;8
0316914430;003;6
0316914430;004;5
0316914430;007BA;16
0316914430;002;8
0316914430;017;9
0316914430;009;9
0316914430;006A-3;2,5
0316914430;008BB;9
0316914430;007BB;14
0316914430;005A;4,5
0316914430;001;9
0316914430;011-2;8
0316914430;008BA;10
0316914430;007A;12,5
0316914430;008A;7,5
0316914443;006A-3;5,5
0316914443;005A;5,5
0316914443;008BA;14
0316914443;008BB;14
0316914443;003;13
0316914443;002;8
0316914443;008A;14,5
0316914443;005B;12
0316914443;017;12
0316914443;009;11
0316914443;007BB;15
0316914443;007A;13
0316914443;007BA;6
0316914443;001;11
0316914443;004;5
0316914446;003;11
0316914446;004;5
0316914446;008A;14
0316914446;006A-3;7,5
0316914446;007BB;9
0316914446;008BA;14
0316914446;009;11
0316914446;017;15
0316914446;002;9
0316914446;001;7
0316914446;007A;10,5
0316914446;005B;16
0316914446;005A;7
0316914446;007BA;2
0316914446;008BB;16
0316914471;005A;4,5
0316914471;008BA;14
0316914471;008BB;11
0316914471;003;6
0316914471;002;10
0316914471;008A;8,5
0316914471;005B;8
0316914471;017;9
0316914471;009;6
0316914471;007BB;8
0316914471;007A;6,5
0316914471;007BA;6
0316914471;001;5
0316914471;004;8
0316914471;006A-3;5,5
0316914476;008A;13,5
0316914476;003;15
0316914476;002;9
0316914476;005B;10
0316914476;017;11
0316914476;008BA;8
0316914476;009;6
0316914476;007BB;12
0316914476;008BB;12
0316914476;007A;14
0316914476;007BA;10
0316914476;001;12
0316914476;004;7
0316914476;006A-3;7
0316914476;005A;4
0316914481;006A-3;6,5
0316914481;007BB;11
0316914481;009;6
0316914481;017;8
0316914481;002;5
0316914481;008A;10,5
0316914481;001;11
0316914481;007A;7
0316914481;008BA;14
0316914481;005B;13
0316914481;008BB;9
0316914481;005A;4
0316914481;007BA;10
0316914481;003;9
0316914481;004;7
0316914491;003;11
0316914491;002;13
0316914491;008A;13
0316914491;007A;13,5
0316914491;005B;19
0316914491;017;8
0316914491;008BA;14
0316914491;009;9
0316914491;015;19
0316914491;007BB;16
0316914491;001;9
0316914491;004;7
0316914491;007BA;16
0316914491;006A-3;4
0316914491;005A;2,5
0316914491;008BB;17
0316914497;005B;12
0316914497;017;11
0316914497;009;9
0316914497;008BA;14
0316914497;007BB;10
0316914497;008BB;9
0316914497;007A;12,5
0316914497;001;11
0316914497;007BA;10
0316914497;004;4
0316914497;006A-3;7,5
0316914497;005A;4
0316914497;008A;7,5
0316914497;003;4
0316914497;002;11
0316914498;011-2;7
0316914498;007BB;4
0316914498;008BA;14
0316914498;005A;5
0316914498;004;10
0316914498;006BB;3
0316914498;001;8
0316914498;008A;16
0316914498;006A-2;9
0316914498;007BA;16
0316914498;003;6
0316914498;007A;8,5
0316914498;005B;10
0316914498;008BB;14
0316914498;002;9
0316914498;006BA;5
0316914498;017;11
0316914498;009;8
0316914514;005B;13
0316914514;017;12
0316914514;008BA;8
0316914514;008BB;10
0316914514;009;7
0316914514;008A;10
0316914514;007BA;16
0316914514;001;9
0316914514;004;5
0316914514;006A-3;7,5
0316914514;005A;5
0316914514;007BB;14
0316914514;007A;13,5
0316914514;015;13
0316914514;003;3
0316914514;002;7
0316914517;002;12
0316914517;006A-3;9
0316914517;001;8
0316914517;005A;6,5
0316914517;007BA;16
0316914517;007A;12,5
0316914517;008BB;4
0316914517;003;7
0316914517;004;9
0316914517;005B;18
0316914517;007BB;15
0316914517;017;11
0316914517;008BA;4
0316914517;009;8
0316914517;008A;6
0316914519;008A;8,5
0316914519;009;11
0316914519;007A;14
0316914519;008BA;14
0316914519;001;12
0316914519;007BA;2
0316914519;004;5
0316914519;006A-3;8,5
0316914519;005A;4
0316914519;007BB;10
0316914519;003;10
0316914519;002;8
0316914519;008BB;13
0316914519;005B;10
0316914519;017;15
0316914522;002;9
0316914522;017;10
0316914522;009;7
0316914522;006A-3;8,5
0316914522;007BA;10
0316914522;007A;7,5
0316914522;008BB;9
0316914522;005A;11,5
0316914522;001;8
0316914522;011-2;8
0316914522;008A;7
0316914522;015;13
0316914522;007BB;5
0316914522;008BA;8
0316914522;005B;11
0316914522;003;4
0316914522;004;9
0316914525;008BA;14
0316914525;008BB;11
0316914525;001;11
0316914525;007BB;15
0316914525;004;6
0316914525;007A;10,5
0316914525;006A-3;8,5
0316914525;007BA;16
0316914525;005A;5,5
0316914525;003;7
0316914525;002;10
0316914525;008A;13,5
0316914525;005B;13
0316914525;017;12
0316914525;009;9
0316914527;008BA;4
0316914527;008BB;7
0316914527;001;10
0316914527;007BB;4
0316914527;004;7
0316914527;007A;10
0316914527;006A-3;9
0316914527;007BA;10
0316914527;005A;4
0316914527;003;10
0316914527;002;7
0316914527;008A;9
0316914527;005B;16
0316914527;017;8
0316914527;009;13
0316914528;007A;15
0316914528;005B;18
0316914528;001;9
0316914528;008BA;14
0316914528;004;7
0316914528;006A-3;6,5
0316914528;007BA;10
0316914528;005A;2,5
0316914528;003;4
0316914528;002;7
0316914528;007BB;10
0316914528;017;14
0316914528;008BB;4
0316914528;009;7
0316914528;008A;12,5
0316914530;008BA;4
0316914530;004;8
0316914530;008BB;11
0316914530;006A-3;3
0316914530;007BB;11
0316914530;007A;9
0316914530;005A;6,5
0316914530;007BA;10
0316914530;003;8
0316914530;002;8
0316914530;008A;12
0316914530;017;14
0316914530;009;9
0316914530;005B;18
0316914530;001;8
0316914531;005A;4
0316914531;007BA;6
0316914531;003;6
0316914531;002;12
0316914531;017;14
0316914531;007BB;13
0316914531;009;10
0316914531;008BB;11
0316914531;005B;17
0316914531;008A;9
0316914531;001;10
0316914531;007A;10,5
0316914531;004;6
0316914531;006A-3;9
0316914531;008BA;14
0316914538;008BA;8
0316914538;005A;6
0316914538;014A;6
0316914538;014B;15
0316914538;007A;10,5
0316914538;004;4
0316914538;008A;9
0316914538;003;12
0316914538;007BA;16
0316914538;017;11
0316914538;009;10
0316914538;008BB;8
0316914538;005B;11
0316914538;002;9
0316914538;007BB;13
0316914538;015;8
0316914538;006A-3;5
0316914538;001;9
0316914541;007C;11
0316914541;005A;4,5
0316914541;003;11
0316914541;002;7
0316914541;017;10
0316914541;008A;6,5
0316914541;009;7
0316914541;007A;10
0316914541;005B;18
0316914541;015;7
0316914541;001;10
0316914541;004;8
0316914541;006A-3;4
0316914541;008BA;4
0316914541;008BB;10
0316914545;007BA;16
0316914545;005A;6
0316914545;004;8
0316914545;005B;15
0316914545;006BB;5
0316914545;001;8
0316914545;008A;11
0316914545;007BB;17
0316914545;006A-2;10
0316914545;003;8
0316914545;007A;11,5
0316914545;002;6
0316914545;006BA;7
0316914545;017;13
0316914545;009;5
0316914545;008BA;8
0316914545;008BB;15
0316914550;009;9
0316914550;006BA;6
0316914550;008BB;9
0316914550;008A;7
0316914550;004;8
0316914550;005A;8
0316914550;007BA;20
0316914550;001;5
0316914550;007A;9,5
0316914550;008BA;8
0316914550;006BB;4,5
0316914550;005B;13
0316914550;003;12
0316914550;007BB;12
0316914550;006A-2;12,5
0316914550;002;3
0316914550;015;10
0316914550;017;11
0316914554;007A;7,5
0316914554;008BA;14
0316914554;005A;5
0316914554;004;5
0316914554;005B;16
0316914554;006BB;5,5
0316914554;001;6
0316914554;007BB;7
0316914554;008A;10,5
0316914554;006A-2;10
0316914554;003;8
0316914554;008BB;11
0316914554;002;12
0316914554;006BA;6,5
0316914554;017;16
0316914554;009;5
0316914554;007BA;6
0316914565;009;7
0316914565;006BA;7
0316914565;008BB;8
0316914565;008A;6,5
0316914565;004;4
0316914565;005A;6
0316914565;007BA;10
0316914565;001;7
0316914565;007A;9,5
0316914565;008BA;8
0316914565;006BB;3
0316914565;005B;17
0316914565;003;9
0316914565;007BB;9
0316914565;006A-2;12
0316914565;002;11
0316914565;017;12
0316914566;001;9
0316914566;005A;4
0316914566;007BA;10
0316914566;007A;14,5
0316914566;008BB;11
0316914566;003;7
0316914566;004;11
0316914566;005B;8
0316914566;007BB;12
0316914566;017;13
0316914566;008BA;8
0316914566;009;9
0316914566;008A;5,5
0316914566;002;5
0316914566;006A-3;5
0316914573;006BA;8,5
0316914573;007BA;16
0316914573;007A;15
0316914573;014B;14
0316914573;003;13
0316914573;014A;15
0316914573;017;13
0316914573;002;5
0316914573;009;6
0316914573;008BB;17
0316914573;007BB;18
0316914573;006BB;8
0316914573;005B;16
0316914573;008A;12,5
0316914573;005A;3
0316914573;004;6
0316914573;015;15
0316914573;008BA;20
0316914573;006A-2;5
0316914573;001;8
0316914578;007BB;9
0316914578;007A;9
0316914578;003;4
0316914578;002;9
0316914578;007BA;10
0316914578;008BA;8
0316914578;008BB;5
0316914578;017;14
0316914578;009;8
0316914578;005B;18
0316914578;001;11
0316914578;004;6
0316914578;006A-3;4
0316914578;008A;9,5
0316914578;005A;6
0316914586;007BB;9
0316914586;009;7
0316914586;015A;
0316914586;017;11
0316914586;002;9
0316914586;008A;6,5
0316914586;001;7
0316914586;007A;7
0316914586;008BA;14
0316914586;005B;5
0316914586;008BB;10
0316914586;005A;6
0316914586;007BA;6
0316914586;003;5
0316914586;004;9
0316914586;015;7
0316914586;006A-3;4
0316914591;007BA;6
0316914591;005A;8
0316914591;004;10
0316914591;006BB;2,5
0316914591;001;5
0316914591;008BA;14
0316914591;008BB;13
0316914591;006A-2;7
0316914591;003;8
0316914591;005B;11
0316914591;007A;8
0316914591;002;11
0316914591;006BA;3
0316914591;017;6
0316914591;007BB;7
0316914591;009;11
0316914591;008A;8
0316914591;011-2;5
0316914599;003;10
0316914599;002;6
0316914599;007BA;10
0316914599;008BA;20
0316914599;008BB;13
0316914599;017;11
0316914599;009;6
0316914599;005B;7
0316914599;001;7
0316914599;004;11
0316914599;006A-3;6,5
0316914599;008A;8,5
0316914599;005A;5
0316914599;007BB;10
0316914599;007A;12
0316914604;007BA;6
0316914604;008BA;4
0316914604;008BB;11
0316914604;017;11
0316914604;009;8
0316914604;005B;20
0316914604;001;9
0316914604;004;5
0316914604;006A-3;4
0316914604;008A;9,5
0316914604;005A;3
0316914604;007BB;8
0316914604;007A;11
0316914604;003;6
0316914604;002;13
0316914625;008BA;14
0316914625;005A;10,5
0316914625;004;4
0316914625;005B;16
0316914625;006BB;3
0316914625;001;7
0316914625;007BB;9
0316914625;006A-2;10,5
0316914625;003;9
0316914625;008BB;8
